Symbol,TrdSymbol,SymbolName,LotSize
22158,759CG30-SG,759CG30,100
7139,759GS2026-GS,759GS2026,1
7130,759GS2029-GS,759GS2029,1
6873,75GS2034-GS,75GS2034,1
10960,75HP36-SG,75HP36,100
10961,75HP37-SG,75HP37,100
22137,75TR30-SG,75TR30,100
10531,761GJ32-SG,761GJ32,100
7142,761GS2030-GS,761GS2030,1
10853,761HR32-SG,761HR32,100
9435,761MH29-SG,761MH29,100
10852,761TN32-SG,761TN32,100
10854,762BR32-SG,762BR32,100
9538,762GS2039-GS,762GS2039,1
9695,762MH30-SG,762MH30,100
11277,762MH30A-SG,762MH30A,100
9531,763AP30-SG,763AP30,100
9907,763GS2059-GS,763GS2059,1
9770,763HR28-SG,763HR28,100
9433,763HR29-SG,763HR29,100
9437,763MH30-SG,763MH30,100
20570,764AR30-SG,764AR30,100
20571,764GA30-SG,764GA30,100
11285,764MH32-SG,764MH32,100
10452,764TN29-SG,764TN29,100
10544,764TN32-SG,764TN32,100
10765,765AS32-SG,765AS32,100
10529,765BR32-SG,765BR32,100
10721,765BR32A-SG,765BR32A,100
10233,765GJ29-SG,765GJ29,100
10543,765RJ32-SG,765RJ32,100
11288,765RJ32A-SG,765RJ32A,100
10234,765TN29-SG,765TN29,100
22188,765TS30-SG,765TS30,100
22086,765UP30-SG,765UP30,100
10771,766UP32-SG,766UP32,100
9696,767AP31-SG,767AP31,100
11284,767HR32-SG,767HR32,100
10851,767KL34-SG,767KL34,100
10541,767NL32-SG,767NL32,100
10528,768AS32-SG,768AS32,100
7121,768GS2023-GS,768GS2023,1
11276,768PN42-SG,768PN42,100
11289,768UP32-SG,768UP32,100
11291,768WB32-SG,768WB32,100
11282,769BR32-SG,769BR32,100
11283,769GA32-SG,769GA32,100
9888,769GS2043-GS,769GS2043,1
9873,769HR27-SG,769HR27,100
11292,769KL40-SG,769KL40,100
9708,769MZ31-SG,769MZ31,100
11299,76AP28-SG,76AP28,100
21934,76MH30-SG,76MH30,100
10720,76TN32-SG,76TN32,100
9722,770MH32-SG,770MH32,100
9711,771AP32-SG,771AP32,100
11281,771AP34-SG,771AP34,100
10848,771AP37-SG,771AP37,100
10847,771AP39-SG,771AP39,100
10846,771AP42-SG,771AP42,100
10845,771KL42-SG,771KL42,100
11286,771MN32-SG,771MN32,100
10527,772AP34-SG,772AP34,100
10718,772AP35-SG,772AP35,100
7123,772GS2025-GS,772GS2025,1
9604,772GS2049-GS,772GS2049,1
7136,772GS2055-GS,772GS2055,1
9717,772JK32-SG,772JK32,100
9724,772MH34-SG,772MH34,100
9718,772MN32-SG,772MN32,100
9725,772RJ35-SG,772RJ35,100
11295,772WB38-SG,772WB38,100
21049,773GJ29-SG,773GJ29,100
10648,773GJ32-SG,773GJ32,100
7127,773GS2034-GS,773GS2034,1
9441,773HR33-SG,773HR33,100
9719,773WB32-SG,773WB32,100
10647,774AP31-SG,774AP31,100
10719,774AP38-SG,774AP38,100
11417,774AP42-SG,774AP42,100
9444,774HR35-SG,774HR35,100
10540,774MZ33-SG,774MZ33,100
11418,774RJ42-SG,774RJ42,100
10783,774TS45-SG,774TS45,100
10784,774TS46-SG,774TS46,100
11400,775GJ32-SG,775GJ32,100
10782,775PN42-SG,775PN42,100
22104,775TN30-SG,775TN30,100
10651,775TN32-SG,775TN32,100
9438,776AP32-SG,776AP32,100
10235,776HP30-SG,776HP30,100
10773,776KL38-SG,776KL38,100
11390,776MH30-SG,776MH30,100
9449,776PN37-SG,776PN37,100
9771,777GJ31-SG,777GJ31,100
10459,777GJ32-SG,777GJ32,100
10652,777HR32-SG,777HR32,100
10638,777RJ32-SG,777RJ32,100
9450,778AP41-SG,778AP41,100
9451,778AP42-SG,778AP42,100
21933,778MH29-SG,778MH29,100
10330,778ML31-SG,778ML31,100
11401,778MZ32-SG,778MZ32,100
11294,778MZ37-SG,778MZ37,100
10458,779AP31-SG,779AP31,100
11404,779RJ32-SG,779RJ32,100
11405,779TN32-SG,779TN32,100
11424,77KL47-SG,77KL47,100
11416,77PN42-SG,77PN42,100
9532,77RJ32-SG,77RJ32,100
10844,77TN42-SG,77TN42,100
21050,780AP33-SG,780AP33,100
20219,780HR30-SG,780HR30,100
20964,780KA30-SG,780KA30,100
9779,781GA32-SG,781GA32,100
9780,781HR32-SG,781HR32,100
10331,781HR32A-SG,781HR32A,100
10461,781HR32B-SG,781HR32B,100
10462,781RJ32-SG,781RJ32,100
10219,781RJ47-SG,781RJ47,100
10190,781TN52-SG,781TN52,100
11408,781UP32-SG,781UP32,100
11412,782AP35-SG,782AP35,100
10555,782AP42-SG,782AP42,100
10246,782AS32-SG,782AS32,100
10196,782GJ32-SG,782GJ32,100
10247,782HP32-SG,782HP32,100
9781,782MN32-SG,782MN32,100
10463,782NL32-SG,782NL32,100
10558,782PN42-SG,782PN42,100
10525,782RJ44-SG,782RJ44,100
10470,782SK32-SG,782SK32,100
10252,782WB32-SG,782WB32,100
10357,783AS32-SG,783AS32,100
21940,783MH30-SG,783MH30,100
10368,783MN32-SG,783MN32,100
9915,783RJ32-SG,783RJ32,100
11413,783TS35-SG,783TS35,100
11415,783TS36-SG,783TS36,100
9782,783WB32-SG,783WB32,100
9953,784TN52-SG,784TN52,100
11409,784TS34-SG,784TS34,100
10545,784TS36-SG,784TS36,100
9928,785AP37-SG,785AP37,100
10197,785AS32-SG,785AS32,100
9788,785KL34-SG,785KL34,100
10532,785KL35-SG,785KL35,100
10198,785MP32-SG,785MP32,100
10394,785PN32-SG,785PN32,100
9943,785RJ37-SG,785RJ37,100
9952,785RJ39-SG,785RJ39,100
22201,785UK30-SG,785UK30,100
9916,786AS32-SG,786AS32,100
10202,786HR32-SG,786HR32,100
9821,786MH30-SG,786MH30,100
9922,786MZ32-SG,786MZ32,100
10338,787TN33-SG,787TN33,100
21047,788GA30-SG,788GA30,100
7122,788GS2030-GS,788GS2030,1
9923,788NL32-SG,788NL32,100
22065,788RJ32-SG,788RJ32,100
10551,789HP37-SG,789HP37,100
9822,789MH32-SG,789MH32,100
10334,789TS34-SG,789TS34,100
10553,789WB37-SG,789WB37,100
9773,78AP31-SG,78AP31,100
9914,78AP31A-SG,78AP31A,100
9777,78GJ32-SG,78GJ32,100
10367,78GJ32A-SG,78GJ32A,100
9774,78ML31-SG,78ML31,100
9776,78TN32-SG,78TN32,100
10460,78TN32A-SG,78TN32A,100
22061,790RJ26-SG,790RJ26,100
21904,791KL30-SG,791KL30,100
10269,791TS43-SG,791TS43,100
10337,792AP41-SG,792AP41,100
10218,792AP42-SG,792AP42,100
10257,792AP42A-SG,792AP42A,100
10272,792TS45-SG,792TS45,100
10203,793AP33-SG,793AP33,100
20965,793KA31-SG,793KA31,100
10645,793RJ45-SG,793RJ45,100
10644,793TN42-SG,793TN42,100
10204,793TS34-SG,793TS34,100
10207,793TS35-SG,793TS35,100
22084,793UP30-SG,793UP30,100
10206,794AP34-SG,794AP34,100
10205,794HR34-SG,794HR34,100
10333,794PN42-SG,794PN42,100
9869,794TN32-SG,794TN32,100
10212,794TS36-SG,794TS36,100
10214,795AP38-SG,795AP38,100
10215,795AP39-SG,795AP39,100
10216,795AP40-SG,795AP40,100
10255,795AP40A-SG,795AP40A,100
6835,795GS2032-GS,795GS2032,1
9870,795HR32-SG,795HR32,100
10640,795HR37-SG,795HR37,100
21046,795JK30-SG,795JK30,100
10382,795TS35-SG,795TS35,100
10642,795TS37-SG,795TS37,100
10643,796AP40-SG,796AP40,100
10213,796WB37-SG,796WB37,100
10639,797AP36-SG,797AP36,100
10336,797AP39-SG,797AP39,100
10479,797HR42-SG,797HR42,100
10480,797RJ42-SG,797RJ42,100
10454,797WB42-SG,797WB42,100
20961,798AP31-SG,798AP31,100
10381,798RJ42-SG,798RJ42,100
9834,799TN42-SG,799TN42,100
22205,799TS30-SG,799TS30,100
22204,799TS35-SG,799TS35,100
22175,799WB35-SG,799WB35,100
9785,79AP33-SG,79AP33,100
9797,79AP34-SG,79AP34,100
10332,79HR34-SG,79HR34,100
9800,79RJ42-SG,79RJ42,100
10271,79TS44-SG,79TS44,100
10393,801WB41-SG,801WB41,100
10383,802AP38-SG,802AP38,100
10374,802MZ36-SG,802MZ36,100
9824,802TS35-SG,802TS35,100
10384,802WB37-SG,802WB37,100
9826,803AP35-SG,803AP35,100
10355,803AP36-SG,803AP36,100
10471,804AP37-SG,804AP37,100
9871,804AP41-SG,804AP41,100
9872,804AP42-SG,804AP42,100
10268,804PN42-SG,804PN42,100
10474,805RJ37-SG,805RJ37,100
10477,806JK37-SG,806JK37,100
9830,807AP36-SG,807AP36,100
10478,807WB38-SG,807WB38,100
21995,80NL30-SG,80NL30,100
22199,810JH32-SG,810JH32,100
21905,810KL32-SG,810KL32,100
7124,813GS2045-GS,813GS2045,1
7114,815GS2026-GS,815GS2026,1
22181,815JK30-SG,815JK30,100
7115,817GS2044-GS,817GS2044,1
6884,824GS2027-GS,824GS2027,1
7106,824GS2033-GS,824GS2033,1
6898,826GS2027-GS,826GS2027,1
6921,828GS2027-GS,828GS2027,1
6885,828GS2032-GS,828GS2032,1
7024,82GS2025-GS,82GS2025,1
22062,831RJ27-SG,831RJ27,100
6899,832GS2032-GS,832GS2032,1
7019,833GS2026-GS,833GS2026,1
6922,833GS2032-GS,833GS2032,1
6883,833GS2036-GS,833GS2036,1
6981,83GS2040-GS,83GS2040,1
7034,83GS2042-GS,83GS2042,1
7097,84GS2024-GS,84GS2024,1
7088,86GS2028-GS,86GS2028,1
7042,883GS2023-GS,883GS2023,1
7013,883GS2041-GS,883GS2041,1
21906,896KL35-SG,896KL35,100
7011,897GS2030-GS,897GS2030,1
20963,8AR30-SG,8AR30,100
21048,8AS30-SG,8AS30,100
21031,8HR30-SG,8HR30,100
21923,8MN30-SG,8MN30,100
7010,915GS2024-GS,915GS2024,1
10856,91D011222-TB,91D011222,100
10564,91D031122-TB,91D031122,100
11425,91D050123-TB,91D050123,100
10924,91D081222-TB,91D081222,100
10655,91D101122-TB,91D101122,100
10952,91D151222-TB,91D151222,100
10681,91D171122-TB,91D171122,100
10395,91D201022-TB,91D201022,100
11014,91D221222-TB,91D221222,100
10787,91D241122-TB,91D241122,100
10481,91D271022-TB,91D271022,100
11300,91D291222-TB,91D291222,100
7087,923GS2043-GS,923GS2043,1
7039,92GS2030-GS,92GS2030,1
20906,A2ZINFRA-EQ,A2ZINFRA,1
20909,A2ZINFRA-BL,A2ZINFRA,1
557,AAATECH-SM,AAATECH,4500
235,AAKASH-EQ,AAKASH,1
241,AAKASH-BL,AAKASH,1
5245,AAREYDRUGS-EQ,AAREYDRUGS,1
5247,AAREYDRUGS-BL,AAREYDRUGS,1
1036,AARON-BE,AARON,1
1039,AARON-BL,AARON,1
4481,AARTIDRUGS-EQ,AARTIDRUGS,1
12042,AARTIDRUGS-BL,AARTIDRUGS,1
7,AARTIIND-EQ,AARTIIND,1
12180,AARTIIND-BL,AARTIIND,1
19233,AARTISURF-EQ,AARTISURF,1
19262,AARTISURF-BL,AARTISURF,1
13771,AARVEEDEN-EQ,AARVEEDEN,1
13774,AARVEEDEN-BL,AARVEEDEN,1
19073,AARVI-EQ,AARVI,1
19076,AARVI-BL,AARVI,1
5385,AAVAS-EQ,AAVAS,1
5434,AAVAS-BL,AAVAS,1
10,ABAN-EQ,ABAN,1
13042,ABAN-BL,ABAN,1
13,ABB-EQ,ABB,1
12181,ABB-BL,ABB,1
17903,ABBOTINDIA-EQ,ABBOTINDIA,1
17906,ABBOTINDIA-BL,ABBOTINDIA,1
21614,ABCAPITAL-EQ,ABCAPITAL,1
21617,ABCAPITAL-BL,ABCAPITAL,1
7787,ABCOTS-SM,ABCOTS,4000
30108,ABFRL-EQ,ABFRL,1
30111,ABFRL-BL,ABFRL,1
11022,ABINFRA-SM,ABINFRA,4000
5550,ABMINTLLTD-BL,ABMINTLLTD,1
5551,ABMINTLLTD-BE,ABMINTLLTD,1
8588,ABNINT-IT,ABNINT,5000
6018,ABSLAMC-EQ,ABSLAMC,1
6022,ABSLAMC-BL,ABSLAMC,1
13987,ABSLBANETF-EQ,ABSLBANETF,1
13988,ABSLBANETF-BL,ABSLBANETF,1
4962,ABSLFTTIDG-MF,ABSLFTTIDG,1
4964,ABSLFTTIDN-MF,ABSLFTTIDN,1
4969,ABSLFTTIRG-MF,ABSLFTTIRG,1
4972,ABSLFTTIRN-MF,ABSLFTTIRN,1
5104,ABSLFTTJDG-MF,ABSLFTTJDG,1
5105,ABSLFTTJDN-MF,ABSLFTTJDN,1
5106,ABSLFTTJRG-MF,ABSLFTTJRG,1
5107,ABSLFTTJRN-MF,ABSLFTTJRN,1
8676,ABSLFTTQDG-MF,ABSLFTTQDG,1
8677,ABSLFTTQRG-MF,ABSLFTTQRG,1
8678,ABSLFTTQRN-MF,ABSLFTTQRN,1
10438,ABSLFTTSDG-MF,ABSLFTTSDG,1
10441,ABSLFTTSDN-MF,ABSLFTTSDN,1
10449,ABSLFTTSRG-MF,ABSLFTTSRG,1
10451,ABSLFTTSRN-MF,ABSLFTTSRN,1
10573,ABSLFTTTDG-MF,ABSLFTTTDG,1
10574,ABSLFTTTDN-MF,ABSLFTTTDN,1
10575,ABSLFTTTRG-MF,ABSLFTTTRG,1
10581,ABSLFTTTRN-MF,ABSLFTTTRN,1
11235,ABSLFTTXDG-MF,ABSLFTTXDG,1
11237,ABSLFTTXDN-MF,ABSLFTTXDN,1
11238,ABSLFTTXRG-MF,ABSLFTTXRG,1
11240,ABSLFTTXRN-MF,ABSLFTTXRN,1
7339,ABSLNN50ET-EQ,ABSLNN50ET,1
7340,ABSLNN50ET-BL,ABSLNN50ET,1
22,ACC-EQ,ACC,1
12183,ACC-BL,ACC,1
7053,ACCELYA-EQ,ACCELYA,1
12531,ACCELYA-BL,ACCELYA,1
21217,ACCORD-SM,ACCORD,2000
1465,ACCURACY-EQ,ACCURACY,1
1474,ACCURACY-BL,ACCURACY,1
13587,ACE-EQ,ACE,1
13589,ACE-BL,ACE,1
21286,ACEINTEG-SM,ACEINTEG,4500
1879,ACRYSIL-EQ,ACRYSIL,1
1884,ACRYSIL-BL,ACRYSIL,1
25,ADANIENT-EQ,ADANIENT,1
12184,ADANIENT-BL,ADANIENT,1
3563,ADANIGREEN-EQ,ADANIGREEN,1
3568,ADANIGREEN-BL,ADANIGREEN,1
15083,ADANIPORTS-EQ,ADANIPORTS,1
15086,ADANIPORTS-BL,ADANIPORTS,1
17391,ADANIPOWER-BL,ADANIPOWER,1
17392,ADANIPOWER-BE,ADANIPOWER,1
10217,ADANITRANS-EQ,ADANITRANS,1
10220,ADANITRANS-BL,ADANITRANS,1
19761,ADFFOODS-EQ,ADFFOODS,1
19764,ADFFOODS-BL,ADFFOODS,1
246,ADL-BL,ADL,1
248,ADL-BE,ADL,1
34,ADORWELD-EQ,ADORWELD,1
12186,ADORWELD-BL,ADORWELD,1
4953,ADROITINFO-EQ,ADROITINFO,1
12045,ADROITINFO-BL,ADROITINFO,1
14813,ADSL-EQ,ADSL,1
14815,ADSL-BL,ADSL,1
14745,ADVANIHOTR-EQ,ADVANIHOTR,1
14748,ADVANIHOTR-BL,ADVANIHOTR,1
18039,ADVENZYMES-EQ,ADVENZYMES,1
18042,ADVENZYMES-BL,ADVENZYMES,1
40,AEGISCHEM-EQ,AEGISCHEM,1
12187,AEGISCHEM-BL,AEGISCHEM,1
9810,AETHER-EQ,AETHER,1
9816,AETHER-BL,AETHER,1
11343,AFFLE-EQ,AFFLE,1
11345,AFFLE-BL,AFFLE,1
3389,AGARIND-EQ,AGARIND,1
3398,AGARIND-BL,AGARIND,1
1412,AGI-EQ,AGI,1
12447,AGI-BL,AGI,1
10491,AGNI-SM,AGNI,10000
11072,AGRITECH-EQ,AGRITECH,1
11075,AGRITECH-BL,AGRITECH,1
9046,AGROPHOS-EQ,AGROPHOS,1
9107,AGROPHOS-BL,AGROPHOS,1
7927,AGSTRA-EQ,AGSTRA,1
7938,AGSTRA-BL,AGSTRA,1
10769,AHIMSA-SM,AHIMSA,6000
2007,AHLADA-BE,AHLADA,1
2008,AHLADA-BL,AHLADA,1
19441,AHLEAST-BL,AHLEAST,1
19442,AHLEAST-BE,AHLEAST,1
17833,AHLUCONT-EQ,AHLUCONT,1
17836,AHLUCONT-BL,AHLUCONT,1
13086,AIAENG-EQ,AIAENG,1
13088,AIAENG-BL,AIAENG,1
4626,AILIMITED-SM,AILIMITED,3000
9897,AIRAN-EQ,AIRAN,1
9899,AIRAN-BL,AIRAN,1
6068,AIROLAM-EQ,AIROLAM,1
6077,AIROLAM-BL,AIROLAM,1
6435,AIRTELPP-E1,AIRTELPP,1
6438,AIRTELPP-BL,AIRTELPP,1
482,AISL-SM,AISL,1200
8124,AJANTPHARM-EQ,AJANTPHARM,1
12191,AJANTPHARM-BL,AJANTPHARM,1
17307,AJMERA-EQ,AJMERA,1
17311,AJMERA-BL,AJMERA,1
3403,AJOONI-EQ,AJOONI,1
3412,AJOONI-BL,AJOONI,1
15389,AJRINFRA-EQ,AJRINFRA,1
15392,AJRINFRA-BL,AJRINFRA,1
13510,AKASH-EQ,AKASH,1
13551,AKASH-BL,AKASH,1
2182,AKG-BE,AKG,1
2185,AKG-BL,AKG,1
9558,AKSHAR-EQ,AKSHAR,1
9575,AKSHAR-BL,AKSHAR,1
20178,AKSHARCHEM-EQ,AKSHARCHEM,1
20181,AKSHARCHEM-BL,AKSHARCHEM,1
8591,AKSHOPTFBR-EQ,AKSHOPTFBR,1
12192,AKSHOPTFBR-BL,AKSHOPTFBR,1
1467,AKZOINDIA-EQ,AKZOINDIA,1
12457,AKZOINDIA-BL,AKZOINDIA,1
9921,ALANKIT-EQ,ALANKIT,1
9924,ALANKIT-BL,ALANKIT,1
17256,ALBERTDAVD-EQ,ALBERTDAVD,1
17259,ALBERTDAVD-BL,ALBERTDAVD,1
79,ALEMBICLTD-EQ,ALEMBICLTD,1
12194,ALEMBICLTD-BL,ALEMBICLTD,1
13654,ALICON-BL,ALICON,1
13656,ALICON-EQ,ALICON,1
16959,ALKALI-EQ,ALKALI,1
16962,ALKALI-BL,ALKALI,1
11703,ALKEM-EQ,ALKEM,1
11715,ALKEM-BL,ALKEM,1
4487,ALKYLAMINE-EQ,ALKYLAMINE,1
15101,ALKYLAMINE-BL,ALKYLAMINE,1
13501,ALLCARGO-EQ,ALLCARGO,1
13505,ALLCARGO-BL,ALLCARGO,1
11798,ALLSEC-EQ,ALLSEC,1
12196,ALLSEC-BL,ALLSEC,1
16719,ALMONDZ-EQ,ALMONDZ,1
16722,ALMONDZ-BL,ALMONDZ,1
17665,ALOKINDS-BE,ALOKINDS,1
17673,ALOKINDS-BL,ALOKINDS,1
14848,ALPA-EQ,ALPA,1
14851,ALPA-BL,ALPA,1
14597,ALPHAGEO-EQ,ALPHAGEO,1
14600,ALPHAGEO-BL,ALPHAGEO,1
4060,ALPSINDUS-EQ,ALPSINDUS,1
12198,ALPSINDUS-BL,ALPSINDUS,1
100,AMARAJABAT-EQ,AMARAJABAT,1
12043,AMARAJABAT-BL,AMARAJABAT,1
4083,AMBANIORG-SM,AMBANIORG,2000
1185,AMBER-EQ,AMBER,1
1192,AMBER-BL,AMBER,1
11499,AMBICAAGAR-BE,AMBICAAGAR,1
12200,AMBICAAGAR-BL,AMBICAAGAR,1
15234,AMBIKCO-EQ,AMBIKCO,1
15237,AMBIKCO-BL,AMBIKCO,1
1270,AMBUJACEM-EQ,AMBUJACEM,1
12420,AMBUJACEM-BL,AMBUJACEM,1
14400,AMDIND-BL,AMDIND,1
14402,AMDIND-BE,AMDIND,1
10898,AMEYA-SM,AMEYA,4000
5578,AMIORG-EQ,AMIORG,1
5583,AMIORG-BL,AMIORG,1
2598,AMJLAND-EQ,AMJLAND,1
12663,AMJLAND-BL,AMJLAND,1
1354,AMJUMBO-ST,AMJUMBO,8000
17545,AMRUTANJAN-BL,AMRUTANJAN,1
17547,AMRUTANJAN-EQ,AMRUTANJAN,1
7145,ANANDRATHI-EQ,ANANDRATHI,1
7149,ANANDRATHI-BL,ANANDRATHI,1
13618,ANANTRAJ-BL,ANANTRAJ,1
13620,ANANTRAJ-EQ,ANANTRAJ,1
166,ANDHRAPAP-EQ,ANDHRAPAP,1
12211,ANDHRAPAP-BL,ANDHRAPAP,1
136,ANDHRSUGAR-EQ,ANDHRSUGAR,1
12204,ANDHRSUGAR-BL,ANDHRSUGAR,1
5206,ANDREWYU-EQ,ANDREWYU,1
5208,ANDREWYU-BL,ANDREWYU,1
324,ANGELONE-EQ,ANGELONE,1
328,ANGELONE-BL,ANGELONE,1
16657,ANIKINDS-EQ,ANIKINDS,1
16660,ANIKINDS-BL,ANIKINDS,1
29430,ANKITMETAL-EQ,ANKITMETAL,1
29433,ANKITMETAL-BL,ANKITMETAL,1
3727,ANMOL-EQ,ANMOL,1
3735,ANMOL-BL,ANMOL,1
11205,ANNAPURNA-ST,ANNAPURNA,2000
8760,ANSALAPI-BE,ANSALAPI,1
13172,ANSALAPI-BL,ANSALAPI,1
13673,ANSALHSG-EQ,ANSALHSG,1
13676,ANSALHSG-BL,ANSALHSG,1
5194,ANTGRAPHIC-EQ,ANTGRAPHIC,1
12205,ANTGRAPHIC-BL,ANTGRAPHIC,1
9014,ANUP-EQ,ANUP,1
9016,ANUP-BL,ANUP,1
2829,ANURAS-EQ,ANURAS,1
2835,ANURAS-BL,ANURAS,1
11491,APARINDS-EQ,APARINDS,1
12206,APARINDS-BL,APARINDS,1
20453,APCL-EQ,APCL,1
20456,APCL-BL,APCL,1
154,APCOTEXIND-EQ,APCOTEXIND,1
12207,APCOTEXIND-BL,APCOTEXIND,1
21623,APEX-EQ,APEX,1
21626,APEX-BL,APEX,1
25780,APLAPOLLO-EQ,APLAPOLLO,1
25783,APLAPOLLO-BL,APLAPOLLO,1
25328,APLLTD-EQ,APLLTD,1
25331,APLLTD-BL,APLLTD,1
1134,APOLLO-EQ,APOLLO,1
1137,APOLLO-BL,APOLLO,1
157,APOLLOHOSP-EQ,APOLLOHOSP,1
12209,APOLLOHOSP-BL,APOLLOHOSP,1
14361,APOLLOPIPE-EQ,APOLLOPIPE,1
14363,APOLLOPIPE-BL,APOLLOPIPE,1
163,APOLLOTYRE-EQ,APOLLOTYRE,1
12210,APOLLOTYRE-BL,APOLLOTYRE,1
6302,APOLSINHOT-EQ,APOLSINHOT,1
6306,APOLSINHOT-BL,APOLSINHOT,1
10755,APTECHT-EQ,APTECHT,1
12212,APTECHT-BL,APTECHT,1
5435,APTUS-EQ,APTUS,1
5446,APTUS-BL,APTUS,1
16795,ARCHIDPLY-EQ,ARCHIDPLY,1
16798,ARCHIDPLY-BL,ARCHIDPLY,1
5688,ARCHIES-EQ,ARCHIES,1
12213,ARCHIES-BL,ARCHIES,1
181,ARENTERP-EQ,ARENTERP,1
12917,ARENTERP-BL,ARENTERP,1
15204,ARIES-EQ,ARIES,1
15207,ARIES-BL,ARIES,1
3813,ARIHANTCAP-EQ,ARIHANTCAP,1
3815,ARIHANTCAP-BL,ARIHANTCAP,1
20159,ARIHANTSUP-EQ,ARIHANTSUP,1
20174,ARIHANTSUP-BL,ARIHANTSUP,1
17263,ARMANFIN-EQ,ARMANFIN,1
17266,ARMANFIN-BL,ARMANFIN,1
14557,AROGRANITE-EQ,AROGRANITE,1
14560,AROGRANITE-BL,AROGRANITE,1
9263,ARROWGREEN-BL,ARROWGREEN,1
9264,ARROWGREEN-BE,ARROWGREEN,1
17821,ARSHIYA-EQ,ARSHIYA,1
17824,ARSHIYA-BL,ARSHIYA,1
18205,ARSSINFRA-BL,ARSSINFRA,1
18206,ARSSINFRA-BE,ARSSINFRA,1
16913,ARTEMISMED-EQ,ARTEMISMED,1
16914,ARTEMISMED-BL,ARTEMISMED,1
6156,ARTNIRMAN-EQ,ARTNIRMAN,1
6162,ARTNIRMAN-BL,ARTNIRMAN,1
2814,ARVEE-EQ,ARVEE,1
2824,ARVEE-BL,ARVEE,1
193,ARVIND-EQ,ARVIND,1
12214,ARVIND-BL,ARVIND,1
9111,ARVINDFASN-EQ,ARVINDFASN,1
9113,ARVINDFASN-BL,ARVINDFASN,1
10457,ARVSMART-EQ,ARVSMART,1
10464,ARVSMART-BL,ARVSMART,1
5378,ASAHIINDIA-EQ,ASAHIINDIA,1
12215,ASAHIINDIA-BL,ASAHIINDIA,1
25088,ASAHISONG-EQ,ASAHISONG,1
25091,ASAHISONG-BL,ASAHISONG,1
10634,ASAL-EQ,ASAL,1
12216,ASAL-BL,ASAL,1
17598,ASALCBR-EQ,ASALCBR,1
17601,ASALCBR-BL,ASALCBR,1
15001,ASCOM-SM,ASCOM,2000
203,ASHAPURMIN-EQ,ASHAPURMIN,1
12217,ASHAPURMIN-BL,ASHAPURMIN,1
24403,ASHIANA-EQ,ASHIANA,1
24406,ASHIANA-BL,ASHIANA,1
206,ASHIMASYN-EQ,ASHIMASYN,1
12047,ASHIMASYN-BL,ASHIMASYN,1
20182,ASHOKA-EQ,ASHOKA,1
20185,ASHOKA-BL,ASHOKA,1
212,ASHOKLEY-EQ,ASHOKLEY,1
12218,ASHOKLEY-BL,ASHOKLEY,1
7030,ASIANENE-EQ,ASIANENE,1
7032,ASIANENE-BL,ASIANENE,1
18422,ASIANHOTNR-EQ,ASIANHOTNR,1
18426,ASIANHOTNR-BL,ASIANHOTNR,1
236,ASIANPAINT-EQ,ASIANPAINT,1
12220,ASIANPAINT-BL,ASIANPAINT,1
14889,ASIANTILES-EQ,ASIANTILES,1
14892,ASIANTILES-BL,ASIANTILES,1
20502,ASLIND-SM,ASLIND,4000
17270,ASPINWALL-EQ,ASPINWALL,1
17275,ASPINWALL-BL,ASPINWALL,1
17728,ASTEC-EQ,ASTEC,1
17731,ASTEC-BL,ASTEC,1
1508,ASTERDM-EQ,ASTERDM,1
1511,ASTERDM-BL,ASTERDM,1
14418,ASTRAL-EQ,ASTRAL,1
14420,ASTRAL-BL,ASTRAL,1
11618,ASTRAMICRO-EQ,ASTRAMICRO,1
12222,ASTRAMICRO-BL,ASTRAMICRO,1
5610,ASTRAZEN-EQ,ASTRAZEN,1
12221,ASTRAZEN-BL,ASTRAZEN,1
874,ASTRON-EQ,ASTRON,1
879,ASTRON-BL,ASTRON,1
566,ATALREAL-SM,ATALREAL,4800
1663,ATFL-EQ,ATFL,1
12223,ATFL-BL,ATFL,1
6066,ATGL-EQ,ATGL,1
6071,ATGL-BL,ATGL,1
13583,ATLANTA-BL,ATLANTA,1
13585,ATLANTA-EQ,ATLANTA,1
263,ATUL-EQ,ATUL,1
12225,ATUL-BL,ATUL,1
30023,ATULAUTO-EQ,ATULAUTO,1
30026,ATULAUTO-BL,ATULAUTO,1
21238,AUBANK-EQ,AUBANK,1
21241,AUBANK-BL,AUBANK,1
18762,AURDIS-SM,AURDIS,2000
12022,AURIONPRO-EQ,AURIONPRO,1
12226,AURIONPRO-BL,AURIONPRO,1
275,AUROPHARMA-EQ,AUROPHARMA,1
12227,AUROPHARMA-BL,AUROPHARMA,1
10313,AURUM-BL,AURUM,1
10314,AURUM-BE,AURUM,1
9646,AURUMPP-X1,AURUMPP,1
9649,AURUMPP-BL,AURUMPP,1
4037,AUSOMENT-EQ,AUSOMENT,1
12061,AUSOMENT-BL,AUSOMENT,1
278,AUTOAXLES-EQ,AUTOAXLES,1
12228,AUTOAXLES-BL,AUTOAXLES,1
7880,AUTOBEES-EQ,AUTOBEES,1
7882,AUTOBEES-BL,AUTOBEES,1
14106,AUTOIND-EQ,AUTOIND,1
14108,AUTOIND-BL,AUTOIND,1
21406,AVADHSUGAR-EQ,AVADHSUGAR,1
21409,AVADHSUGAR-BL,AVADHSUGAR,1
7936,AVANTIFEED-EQ,AVANTIFEED,1
